Date, Close/Last, Volume, Open, High, Low,Direction
11/13/2020,$408.50 ,19830350,$410.85 ,$412.53 ,$401.66 ,-1
11/12/2020,$411.76 ,19940500,$415.05 ,$423 ,$409.52 ,-1
11/11/2020,$417.13 ,17357720,$416.45 ,$418.70 ,$410.58 ,1
11/10/2020,$410.36 ,30284220,$420.09 ,$420.09 ,$396.03 ,-1
11/9/2020,$421.26 ,34833030,$439.50 ,$452.50 ,$421 ,-1
11/6/2020,$429.95 ,21706010,$436.10 ,$436.57 ,$424.28 ,-1
11/5/2020,$438.09 ,28414520,$428.30 ,$440 ,$424.00 ,1
11/4/2020,$420.98 ,32143060,$430.62 ,$435.40 ,$417.10 ,-1
11/3/2020,$423.90 ,34351720,$409.73 ,$427.77 ,$406.69 ,1
11/2/2020,$400.51 ,29021120,$394 ,$406.98 ,$392.30 ,1
10/30/2020,$388.04 ,42587640,$406.90 ,$407.59 ,$379.11 ,-1
10/29/2020,$410.83 ,22655310,$409.96 ,$418.06 ,$406.46 ,1
10/28/2020,$406.02 ,25451410,$416.48 ,$418.60 ,$406 ,-1
10/27/2020,$424.68 ,22686510,$423.76 ,$430.50 ,$420.10 ,1
10/26/2020,$420.28 ,28239160,$411.63 ,$425.76 ,$410 ,1
10/23/2020,$420.63 ,33716980,$421.84 ,$422.89 ,$407.38 ,-1
10/22/2020,$425.79 ,39993190,$441.92 ,$445.23 ,$424.51 ,-1
10/21/2020,$422.64 ,32370460,$422.70 ,$432.95 ,$421.25 ,-1
10/20/2020,$421.94 ,31656290,$431.75 ,$431.75 ,$419.05 ,-1
10/19/2020,$430.83 ,36287840,$446.24 ,$447 ,$428.87 ,-1
10/16/2020,$439.67 ,32775880,$454.44 ,$455.95 ,$438.85 ,-1
10/15/2020,$448.88 ,35672350,$450.31 ,$456.57 ,$442.50 ,-1
10/14/2020,$461.30 ,48045390,$449.78 ,$465.90 ,$447.35 ,1
10/13/2020,$446.65 ,34463670,$443.35 ,$448.89 ,$436.60 ,1
10/12/2020,$442.30 ,38791130,$442 ,$448.74 ,$438.58 ,1
10/9/2020,$434 ,28925660,$430.13 ,$434.59 ,$426.46 ,1
10/8/2020,$425.92 ,40421120,$438.44 ,$439 ,$425.30 ,-1
10/7/2020,$425.30 ,43127710,$419.87 ,$429.90 ,$413.85 ,1
10/6/2020,$413.98 ,49146260,$423.79 ,$428.78 ,$406.05 ,-1
10/5/2020,$425.68 ,44722790,$423.35 ,$433.64 ,$419.33 ,1
10/2/2020,$415.09 ,71430030,$421.39 ,$439.13 ,$415 ,-1
10/1/2020,$448.16 ,50741450,$440.76 ,$448.88 ,$434.42 ,1
9/30/2020,$429.01 ,48145570,$421.32 ,$433.93 ,$420.47 ,1
9/29/2020,$419.07 ,50341400,$416 ,$428.50 ,$411.60 ,1
9/28/2020,$421.20 ,49719560,$424.62 ,$428.08 ,$415.55 ,-1
9/25/2020,$407.34 ,67208460,$393.47 ,$408.73 ,$391.30 ,1
9/24/2020,$387.79 ,96561060,$363.80 ,$399.50 ,$351.30 ,1
9/23/2020,$380.36 ,95074180,$405.16 ,$412.15 ,$375.88 ,-1
9/22/2020,$424.23 ,79580800,$429.60 ,$437.76 ,$417.60 ,-1
9/21/2020,$449.39 ,109476800,$453.13 ,$455.68 ,$407.07 ,-1
9/18/2020,$442.15 ,86406820,$447.94 ,$451 ,$428.80 ,-1
9/17/2020,$423.43 ,76779160,$415.60 ,$437.79 ,$408.00 ,1
9/16/2020,$441.76 ,72546760,$439.87 ,$457.79 ,$435.31 ,1
9/15/2020,$449.76 ,97298230,$436.56 ,$461.94 ,$430.70 ,1
9/14/2020,$419.62 ,83020610,$380.95 ,$420 ,$373.30 ,1
9/11/2020,$372.72 ,60717460,$381.94 ,$382.50 ,$360.50 ,-1
9/10/2020,$371.34 ,84930610,$386.21 ,$398.99 ,$360.56 ,-1
9/9/2020,$366.28 ,79465770,$356.60 ,$369 ,$341.51 ,1
9/8/2020,$330.21 ,115465700,$356 ,$368.74 ,$329.88 ,-1
9/4/2020,$418.32 ,110321900,$402.81 ,$428 ,$372.02 ,1
9/3/2020,$407 ,87596090,$407.23 ,$431.80 ,$402 ,-1
9/2/2020,$447.37 ,96176130,$478.99 ,$479.04 ,$405.12 ,-1
9/1/2020,$475.05 ,90119420,$502.14 ,$502.49 ,$470.51 ,-1
8/31/2020,$498.32 ,118374400,$444.61 ,$500.14 ,$440.11 ,1
8/28/2020,$442.68 ,100405900,$459.02 ,$463.70 ,$437.30 ,-1
8/27/2020,$447.75 ,118465200,$436.09 ,$459.12 ,$428.50 ,1
8/26/2020,$430.63 ,71196900,$412 ,$433.20 ,$410.73 ,1
8/25/2020,$404.67 ,53294450,$394.98 ,$405.59 ,$393.60 ,1
8/24/2020,$402.84 ,100318100,$425.26 ,$425.80 ,$385.50 ,-1
8/21/2020,$410.00 ,107447800,$408.95 ,$419.10 ,$405.01 ,1
8/20/2020,$400.37 ,103059000,$372.14 ,$404.40 ,$371.41 ,1
8/19/2020,$375.71 ,61026650,$373 ,$382.20 ,$368.24 ,1
8/18/2020,$377.42 ,82372450,$379.80 ,$384.78 ,$369.02 ,-1
8/17/2020,$367.13 ,101211600,$335.40 ,$369.17 ,$334.57 ,1
8/14/2020,$330.14 ,62888050,$333.00 ,$333.76 ,$325.33 ,-1
8/13/2020,$324.20 ,102126550,$322.20 ,$330.24 ,$313.45 ,1
8/12/2020,$310.95 ,109494150,$294 ,$317 ,$287 ,1
8/11/2020,$274.88 ,43129170,$279.20 ,$284 ,$273 ,-1
8/10/2020,$283.71 ,37611320,$289.60 ,$291.50 ,$277.17 ,-1
8/7/2020,$290.54 ,44482100,$299.91 ,$299.95 ,$283.00 ,-1
8/6/2020,$297.92 ,29961565,$298.17 ,$303.46 ,$295.45 ,-1
8/5/2020,$297.00 ,24890075,$298.60 ,$299.97 ,$293.66 ,-1
8/4/2020,$297.40 ,42074950,$299.00 ,$305.48 ,$292.40 ,-1
8/3/2020,$297 ,44046730,$289.84 ,$301.96 ,$288.88 ,1
7/31/2020,$286.15 ,61234800,$303 ,$303.41 ,$284.20 ,-1
7/30/2020,$297.50 ,38105195,$297.60 ,$302.65 ,$294.20 ,-1
7/29/2020,$299.82 ,47134465,$300.20 ,$306.96 ,$297.40 ,-1
7/28/2020,$295.30 ,79043500,$300.80 ,$312.94 ,$294.88 ,-1
7/27/2020,$307.92 ,80243350,$287 ,$309.59 ,$282.60 ,1
